Station,Date,Influx,Tickets,Pre-booked,Onspot,Revenue
ST05,7/31/2022,3141,439,332,107,2195
ST05,8/1/2022,9896,9773,8550,1223,48865
ST05,8/2/2022,3180,2291,1787,504,11455
ST05,8/3/2022,3203,534,465,69,2670
ST05,8/4/2022,5987,5690,5227,463,28450
ST05,8/5/2022,5210,2711,2172,539,13555
ST05,8/6/2022,9905,2358,2074,284,11790
ST05,8/7/2022,3306,3082,2730,352,15410
ST05,8/8/2022,4718,951,731,220,4755
ST05,8/9/2022,9357,3048,2597,451,15240
ST05,8/10/2022,4429,640,475,165,3200
ST05,8/11/2022,5307,658,465,193,3290
ST05,8/12/2022,9678,4598,3496,1102,22990
ST05,8/13/2022,3919,494,407,87,2470
ST05,8/14/2022,5575,4500,3852,648,22500
ST05,8/15/2022,9993,8036,6435,1601,40180
ST05,8/16/2022,9268,5189,4113,1076,25945
ST05,8/17/2022,8998,2144,1781,363,10720
ST05,8/18/2022,5349,4585,3353,1232,22925
ST05,8/19/2022,3500,2885,2029,856,14425
ST05,8/20/2022,4383,1967,1703,264,9835
ST05,8/21/2022,6624,6221,5599,622,31105
ST05,8/22/2022,4949,2175,1789,386,10875
ST05,8/23/2022,7373,2030,1705,325,10150
ST05,8/24/2022,9420,5662,4868,794,28310
ST05,8/25/2022,4044,2497,2288,209,12485
ST05,8/26/2022,4957,1331,1100,231,6655
ST05,8/27/2022,4380,2908,2087,821,14540
ST05,8/28/2022,7441,6530,5245,1285,32650
ST05,8/29/2022,6760,1842,1602,240,9210
ST05,8/30/2022,3950,2798,1998,800,13990
ST05,8/31/2022,7351,6768,5310,1458,33840
ST05,9/1/2022,8316,8153,7060,1093,40765
ST05,9/2/2022,7640,1007,734,273,5035
ST05,9/3/2022,3405,1636,1390,246,8180
ST05,9/4/2022,3411,1658,1495,163,8290
ST05,9/5/2022,5456,2403,2174,229,12015
ST05,9/6/2022,6882,5989,5055,934,29945
ST05,9/7/2022,3139,2768,2349,419,13840
ST05,9/8/2022,6618,4562,3572,990,22810
ST05,9/9/2022,9697,5601,4022,1579,28005
ST05,9/10/2022,3273,3132,2704,428,15660
ST05,9/11/2022,3593,2352,1873,479,11760
ST05,9/12/2022,7472,7127,6211,916,35635
ST05,9/13/2022,4992,4216,3337,879,21080
ST05,9/14/2022,4513,594,447,147,2970
ST05,9/15/2022,9910,5101,4605,496,25505
ST05,9/16/2022,7896,6474,5108,1366,32370
ST05,9/17/2022,6283,1280,1032,248,6400
ST05,9/18/2022,3800,1659,1174,485,8295
ST05,9/19/2022,3464,2949,2335,614,14745
ST05,9/20/2022,7180,6246,5675,571,31230
ST05,9/21/2022,5538,3665,3271,394,18325
ST05,9/22/2022,7983,1193,874,319,5965
ST05,9/23/2022,4494,2803,2209,594,14015
ST05,9/24/2022,5836,1508,1320,188,7540
ST05,9/25/2022,5467,4428,3810,618,22140
ST05,9/26/2022,9775,4290,3483,807,21450
ST05,9/27/2022,5611,5199,3654,1545,25995
ST05,9/28/2022,5143,638,583,55,3190
ST05,9/29/2022,7037,3799,3306,493,18995
ST05,9/30/2022,9947,4347,3820,527,21735
ST05,10/1/2022,6385,4515,4087,428,22575
ST05,10/2/2022,9698,7891,6294,1597,39455
ST05,10/3/2022,5021,3590,2794,796,17950
ST05,10/4/2022,3456,383,306,77,1915
ST05,10/5/2022,9905,3485,2679,806,17425
ST05,10/6/2022,4821,3182,2593,589,15910
ST05,10/7/2022,6123,3164,2710,454,15820
ST05,10/8/2022,4172,1376,992,384,6880
ST05,10/9/2022,5728,3886,2939,947,19430
ST05,10/10/2022,6251,5509,4750,759,27545
ST05,10/11/2022,3226,2423,1779,644,12115
ST05,10/12/2022,8404,999,751,248,4995
ST05,10/13/2022,9993,7440,6466,974,37200
ST05,10/14/2022,8059,4863,4297,566,24315
ST05,10/15/2022,5418,2261,1933,328,11305
ST05,10/16/2022,5741,5540,4622,918,27700
ST05,10/17/2022,8096,1405,1154,251,7025
ST05,10/18/2022,9066,5110,4370,740,25550
ST05,10/19/2022,3414,1667,1311,356,8335
ST05,10/20/2022,8895,7386,5882,1504,36930
ST05,10/21/2022,7360,2086,1659,427,10430
ST05,10/22/2022,3653,1801,1471,330,9005
ST05,10/23/2022,5916,4696,3438,1258,23480
ST05,10/24/2022,6771,2491,1952,539,12455
ST05,10/25/2022,9008,4971,4303,668,24855
ST05,10/26/2022,7348,1305,1023,282,6525
ST05,10/27/2022,9637,2983,2143,840,14915
ST05,10/28/2022,6349,2283,1799,484,11415
ST05,10/29/2022,9759,1097,982,115,5485
ST05,10/30/2022,4731,2162,1791,371,10810
ST05,10/31/2022,8352,4882,4354,528,24410
ST05,11/1/2022,8000,5549,4151,1398,27745
ST05,11/2/2022,6464,6182,4438,1744,30910
ST05,11/3/2022,6970,2036,1740,296,10180
ST05,11/4/2022,8817,4730,3915,815,23650
ST05,11/5/2022,3622,1676,1313,363,8380
ST05,11/6/2022,9443,3388,3054,334,16940
ST05,11/7/2022,9510,8693,6738,1955,43465
ST05,11/8/2022,6643,2940,2502,438,14700
ST05,11/9/2022,3276,3027,2304,723,15135
ST05,11/10/2022,7760,2926,2368,558,14630
ST05,11/11/2022,6499,4039,3159,880,20195
ST05,11/12/2022,5276,1715,1440,275,8575
ST05,11/13/2022,5633,2292,1884,408,11460
ST05,11/14/2022,5807,3590,2908,682,17950
ST05,11/15/2022,6729,6072,5159,913,30360
ST05,11/16/2022,9954,8338,7283,1055,41690
ST05,11/17/2022,7437,3416,2682,734,17080
ST05,11/18/2022,6752,3605,2748,857,18025
ST05,11/19/2022,4401,1301,986,315,6505
ST05,11/20/2022,9132,2070,1767,303,10350
ST05,11/21/2022,9278,5914,4345,1569,29570
ST05,11/22/2022,4272,1872,1595,277,9360
ST05,11/23/2022,4876,4580,3319,1261,22900
ST05,11/24/2022,3666,2043,1523,520,10215
ST05,11/25/2022,9448,2475,1845,630,12375
ST05,11/26/2022,5505,2037,1604,433,10185
ST05,11/27/2022,5460,4882,3841,1041,24410
ST05,11/28/2022,5702,3145,2665,480,15725
ST05,11/29/2022,5204,1049,741,308,5245
ST05,11/30/2022,9241,6968,6149,819,34840
ST05,12/1/2022,3845,3296,2600,696,16480
ST05,12/2/2022,8898,7508,6880,628,37540
ST05,12/3/2022,4676,564,463,101,2820
ST05,12/4/2022,6876,3225,2370,855,16125
ST05,12/5/2022,3813,2158,1568,590,10790
ST05,12/6/2022,4374,3643,3100,543,18215
ST05,12/7/2022,6185,1015,843,172,5075
ST05,12/8/2022,9337,6716,5749,967,33580
ST05,12/9/2022,9612,7043,6120,923,35215
ST05,12/10/2022,5576,4811,4352,459,24055
ST05,12/11/2022,3188,1262,1014,248,6310
ST05,12/12/2022,8582,6583,5840,743,32915
ST05,12/13/2022,4306,3366,2416,950,16830
ST05,12/14/2022,9391,6658,4864,1794,33290
ST05,12/15/2022,8586,4632,4167,465,23160
ST05,12/16/2022,6620,3675,2749,926,18375
ST05,12/17/2022,6055,2025,1634,391,10125
ST05,12/18/2022,5469,3142,2741,401,15710
ST05,12/19/2022,7517,1690,1385,305,8450
ST05,12/20/2022,6190,3809,3203,606,19045
ST05,12/21/2022,6530,1573,1272,301,7865
ST05,12/22/2022,5054,646,507,139,3230
ST05,12/23/2022,3017,2118,1618,500,10590
ST05,12/24/2022,8266,1262,1132,130,6310
ST05,12/25/2022,6055,2807,2087,720,14035
ST05,12/26/2022,6815,3704,2990,714,18520
ST05,12/27/2022,6403,2932,2648,284,14660
ST05,12/28/2022,7674,2938,2259,679,14690
ST05,12/29/2022,4314,1605,1225,380,8025
ST05,12/30/2022,9312,7605,5464,2141,38025
ST05,12/31/2022,3105,676,546,130,3380
ST06,1/1/2022,5408,4640,4149,491,23200
ST06,1/2/2022,5490,884,807,77,4420
ST06,1/3/2022,5308,2286,1633,653,11430
ST06,1/4/2022,3917,999,907,92,4995
ST06,1/5/2022,6193,5521,3975,1546,27605
ST06,1/6/2022,9640,8231,5852,2379,41155
ST06,1/7/2022,4743,2578,2261,317,12890
ST06,1/8/2022,5287,2130,1944,186,10650
ST06,1/9/2022,8073,1833,1405,428,9165
ST06,1/10/2022,7430,6916,6237,679,34580
ST06,1/11/2022,8360,2412,1727,685,12060
ST06,1/12/2022,7605,6829,5066,1763,34145
ST06,1/13/2022,7805,1177,908,269,5885
ST06,1/14/2022,3172,2638,2152,486,13190
ST06,1/15/2022,3952,2903,2599,304,14515
ST06,1/16/2022,6880,3824,3203,621,19120
ST06,1/17/2022,3867,649,483,166,3245
ST06,1/18/2022,5520,3566,2702,864,17830
ST06,1/19/2022,9454,8274,6569,1705,41370
ST06,1/20/2022,7284,1788,1481,307,8940
ST06,1/21/2022,9190,8871,6798,2073,44355
ST06,1/22/2022,6057,5077,4589,488,25385
ST06,1/23/2022,7766,5167,3828,1339,25835
ST06,1/24/2022,9422,2119,1732,387,10595
ST06,1/25/2022,3931,1335,1099,236,6675
ST06,1/26/2022,8527,1223,952,271,6115
ST06,1/27/2022,9482,6653,5588,1065,33265
ST06,1/28/2022,6007,2381,2002,379,11905
ST06,1/29/2022,7050,5240,4673,567,26200
ST06,1/30/2022,9919,1607,1379,228,8035
ST06,1/31/2022,3714,3547,2942,605,17735
ST06,2/1/2022,8381,4112,3485,627,20560
ST06,2/2/2022,5545,4912,3994,918,24560
ST06,2/3/2022,8411,3965,2917,1048,19825
ST06,2/4/2022,4541,1041,943,98,5205
ST06,2/5/2022,3554,490,345,145,2450
ST06,2/6/2022,3153,2371,1964,407,11855
ST06,2/7/2022,9544,1436,1208,228,7180
ST06,2/8/2022,9146,5805,5303,502,29025
ST06,2/9/2022,3535,3230,2668,562,16150
ST06,2/10/2022,4757,1250,1104,146,6250
ST06,2/11/2022,7621,886,682,204,4430
ST06,2/12/2022,4150,1822,1669,153,9110
ST06,2/13/2022,5029,2520,2031,489,12600
ST06,2/14/2022,7304,1813,1623,190,9065
ST06,2/15/2022,3061,958,711,247,4790
ST06,2/16/2022,3492,1062,855,207,5310
ST06,2/17/2022,3075,511,396,115,2555
ST06,2/18/2022,5557,3646,2741,905,18230
ST06,2/19/2022,3897,568,444,124,2840
ST06,2/20/2022,5733,1607,1429,178,8035
ST06,2/21/2022,7669,4885,3722,1163,24425
ST06,2/22/2022,8532,4825,4126,699,24125
ST06,2/23/2022,8498,1919,1367,552,9595
ST06,2/24/2022,7514,5038,4383,655,25190
ST06,2/25/2022,6184,1549,1391,158,7745
ST06,2/26/2022,5133,1098,870,228,5490
ST06,2/27/2022,9461,3193,2533,660,15965
ST06,2/28/2022,8468,1492,1191,301,7460
ST06,3/1/2022,8171,7231,6040,1191,36155
ST06,3/2/2022,6296,874,694,180,4370
ST06,3/3/2022,4923,4757,3361,1396,23785
ST06,3/4/2022,5127,3231,2707,524,16155
ST06,3/5/2022,3203,369,272,97,1845
ST06,3/6/2022,4956,1665,1486,179,8325
ST06,3/7/2022,7520,3115,2552,563,15575
ST06,3/8/2022,5742,4671,3723,948,23355
ST06,3/9/2022,6360,3367,2535,832,16835
ST06,3/10/2022,9010,3069,2525,544,15345
ST06,3/11/2022,3131,2469,1882,587,12345
ST06,3/12/2022,5752,1508,1259,249,7540
ST06,3/13/2022,6874,4047,3139,908,20235
ST06,3/14/2022,8509,2679,2288,391,13395
ST06,3/15/2022,3087,2857,2428,429,14285
ST06,3/16/2022,3817,723,638,85,3615
ST06,3/17/2022,8896,5487,4527,960,27435
ST06,3/18/2022,5730,992,806,186,4960
ST06,3/19/2022,7012,4209,3406,803,21045
ST06,3/20/2022,3312,2817,2423,394,14085
ST06,3/21/2022,5330,3179,2892,287,15895
ST06,3/22/2022,9974,1160,1040,120,5800
ST06,3/23/2022,7396,5828,4869,959,29140
ST06,3/24/2022,3641,1402,1199,203,7010
ST06,3/25/2022,7329,7138,6454,684,35690
ST06,3/26/2022,5513,3117,2641,476,15585
ST06,3/27/2022,7868,5810,5238,572,29050
ST06,3/28/2022,3106,933,751,182,4665
ST06,3/29/2022,4389,1488,1135,353,7440
ST06,3/30/2022,5249,1915,1548,367,9575
ST06,3/31/2022,9961,2305,1941,364,11525
ST06,4/1/2022,4640,3582,3126,456,17910
ST06,4/2/2022,7962,6913,5819,1094,34565
ST06,4/3/2022,5231,966,884,82,4830
ST06,4/4/2022,6833,3882,3206,676,19410
ST06,4/5/2022,4621,1359,1222,137,6795
ST06,4/6/2022,5615,3263,2971,292,16315
ST06,4/7/2022,9754,1135,825,310,5675
ST06,4/8/2022,7104,3881,3094,787,19405
ST06,4/9/2022,3804,858,741,117,4290
ST06,4/10/2022,7246,5160,4514,646,25800
ST06,4/11/2022,9725,4842,4211,631,24210
ST06,4/12/2022,3949,3301,2672,629,16505
ST06,4/13/2022,8217,2524,1987,537,12620
ST06,4/14/2022,3217,2101,1540,561,10505
ST06,4/15/2022,4000,1532,1210,322,7660
ST06,4/16/2022,4756,4375,3598,777,21875
ST06,4/17/2022,9700,7263,6319,944,36315
ST06,4/18/2022,9278,4719,4194,525,23595
ST06,4/19/2022,5170,4584,3272,1312,22920
ST06,4/20/2022,3805,3033,2217,816,15165
ST06,4/21/2022,5820,732,562,170,3660
ST06,4/22/2022,6127,4332,3584,748,21660
ST06,4/23/2022,8858,6786,6043,743,33930
ST06,4/24/2022,3021,891,707,184,4455
ST06,4/25/2022,6727,4374,3134,1240,21870
ST06,4/26/2022,3772,3085,2760,325,15425
ST06,4/27/2022,6922,1591,1258,333,7955
ST06,4/28/2022,8656,3827,3188,639,19135
ST06,4/29/2022,5690,671,572,99,3355
ST06,4/30/2022,4158,3748,3364,384,18740
ST06,5/1/2022,5278,2382,1869,513,11910
ST06,5/2/2022,9962,1649,1226,423,8245
ST06,5/3/2022,7165,4346,3866,480,21730
ST06,5/4/2022,5126,4914,3668,1246,24570
ST06,5/5/2022,4268,3258,2749,509,16290
ST06,5/6/2022,8139,3072,2678,394,15360
ST06,5/7/2022,5708,1352,1198,154,6760
ST06,5/8/2022,4166,2976,2197,779,14880
ST06,5/9/2022,8542,1057,961,96,5285
ST06,5/10/2022,6348,704,575,129,3520
ST06,5/11/2022,6597,6303,4907,1396,31515
ST06,5/12/2022,4263,995,762,233,4975
ST06,5/13/2022,3131,923,732,191,4615
ST06,5/14/2022,7673,1779,1466,313,8895
ST06,5/15/2022,3987,1724,1366,358,8620
ST06,5/16/2022,5897,4074,3293,781,20370
ST06,5/17/2022,8605,5751,4385,1366,28755
ST06,5/18/2022,8490,4577,3486,1091,22885
ST06,5/19/2022,6043,3282,2421,861,16410
ST06,5/20/2022,3947,912,818,94,4560
ST06,5/21/2022,6394,2933,2077,856,14665
ST06,5/22/2022,3025,1774,1538,236,8870
ST06,5/23/2022,5734,2828,2449,379,14140
ST06,5/24/2022,3510,1714,1377,337,8570
ST06,5/25/2022,9779,2763,2023,740,13815
ST06,5/26/2022,6633,5131,4626,505,25655
ST06,5/27/2022,9086,1647,1281,366,8235
ST06,5/28/2022,7938,5297,4437,860,26485
ST06,5/29/2022,4007,3798,3340,458,18990
ST06,5/30/2022,6020,4948,4410,538,24740
ST06,5/31/2022,3557,1043,780,263,5215
ST06,6/1/2022,7586,7011,6159,852,35055
ST06,6/2/2022,3092,932,669,263,4660
ST06,6/3/2022,9587,8600,7458,1142,43000
ST06,6/4/2022,8310,1809,1268,541,9045
ST06,6/5/2022,8030,2375,2019,356,11875
ST06,6/6/2022,3619,2810,2020,790,14050
ST06,6/7/2022,6666,6449,4732,1717,32245
ST06,6/8/2022,6183,5524,3969,1555,27620
ST06,6/9/2022,3239,1853,1649,204,9265
ST06,6/10/2022,7907,7359,5358,2001,36795
ST06,6/11/2022,8301,4650,3868,782,23250
ST06,6/12/2022,6917,4445,3616,829,22225
ST06,6/13/2022,5696,2704,2176,528,13520
ST06,6/14/2022,9549,6809,5434,1375,34045
ST06,6/15/2022,6472,1697,1226,471,8485
ST06,6/16/2022,4291,3370,2740,630,16850
ST06,6/17/2022,6625,1144,960,184,5720
ST06,6/18/2022,8022,3857,3111,746,19285
ST06,6/19/2022,6111,5196,4683,513,25980
ST06,6/20/2022,8115,2719,2230,489,13595
ST06,6/21/2022,5947,5576,4947,629,27880
ST06,6/22/2022,4358,4015,3109,906,20075
ST06,6/23/2022,7353,5060,3697,1363,25300
ST06,6/24/2022,6793,5674,4418,1256,28370
ST06,6/25/2022,6061,5007,3631,1376,25035
ST06,6/26/2022,6274,4683,3931,752,23415
ST06,6/27/2022,3497,448,331,117,2240
ST06,6/28/2022,7405,7037,5972,1065,35185
ST06,6/29/2022,4052,1161,1018,143,5805
ST06,6/30/2022,7782,7621,6439,1182,38105
ST06,7/1/2022,8775,3167,2730,437,15835
ST06,7/2/2022,7178,4839,3951,888,24195
ST06,7/3/2022,4565,1451,1216,235,7255
ST06,7/4/2022,9898,9559,6935,2624,47795
ST06,7/5/2022,4618,2943,2399,544,14715
ST06,7/6/2022,9681,3064,2775,289,15320
ST06,7/7/2022,4094,3199,2290,909,15995
ST06,7/8/2022,4761,1813,1376,437,9065
ST06,7/9/2022,4344,1393,1248,145,6965
ST06,7/10/2022,9945,5561,5060,501,27805
ST06,7/11/2022,6319,4259,3110,1149,21295
ST06,7/12/2022,3663,3353,2730,623,16765
ST06,7/13/2022,7985,3420,3126,294,17100
ST06,7/14/2022,8200,2801,2282,519,14005
ST06,7/15/2022,3967,1248,892,356,6240
ST06,7/16/2022,7670,4574,3413,1161,22870
ST06,7/17/2022,5429,3454,2684,770,17270
ST06,7/18/2022,3144,1210,1035,175,6050
ST06,7/19/2022,5742,2544,2130,414,12720
ST06,7/20/2022,7125,2973,2127,846,14865
ST06,7/21/2022,5745,676,518,158,3380
ST06,7/22/2022,8821,5856,5338,518,29280
ST06,7/23/2022,3108,815,650,165,4075
ST06,7/24/2022,5723,3035,2593,442,15175
ST06,7/25/2022,9141,6176,4447,1729,30880
ST06,7/26/2022,7384,2781,2554,227,13905
ST06,7/27/2022,5716,4700,4006,694,23500
ST06,7/28/2022,8180,5053,4205,848,25265
ST06,7/29/2022,8570,6806,5533,1273,34030
ST06,7/30/2022,7654,2143,1709,434,10715
ST06,7/31/2022,4288,3242,2667,575,16210
ST06,8/1/2022,5220,5049,4015,1034,25245
ST06,8/2/2022,7950,7413,6616,797,37065
ST06,8/3/2022,5305,4825,4129,696,24125
ST06,8/4/2022,6982,6181,4520,1661,30905
ST06,8/5/2022,4044,1288,906,382,6440
ST06,8/6/2022,4984,1049,909,140,5245
ST06,8/7/2022,6609,2043,1780,263,10215
ST06,8/8/2022,5249,1392,1017,375,6960
ST06,8/9/2022,8386,2561,1930,631,12805
ST06,8/10/2022,9090,8002,6060,1942,40010
ST06,8/11/2022,9891,1322,1016,306,6610
ST06,8/12/2022,8436,7596,5917,1679,37980
ST06,8/13/2022,3733,2711,1933,778,13555
ST06,8/14/2022,8534,1918,1561,357,9590
ST06,8/15/2022,6999,1520,1171,349,7600
ST06,8/16/2022,9979,1279,1090,189,6395
ST06,8/17/2022,9455,5299,4035,1264,26495
ST06,8/18/2022,8775,4972,3522,1450,24860
ST06,8/19/2022,6229,4468,4107,361,22340
ST06,8/20/2022,4565,2654,2108,546,13270
ST06,8/21/2022,8371,6298,5782,516,31490
ST06,8/22/2022,5066,2575,1879,696,12875
ST06,8/23/2022,4927,1615,1329,286,8075
ST06,8/24/2022,7847,3622,3283,339,18110
ST06,8/25/2022,8666,965,741,224,4825
ST06,8/26/2022,9021,7094,6496,598,35470
ST06,8/27/2022,8598,5144,4300,844,25720
ST06,8/28/2022,7879,5222,4242,980,26110
ST06,8/29/2022,5691,5531,4165,1366,27655
ST06,8/30/2022,8330,3619,3032,587,18095
ST06,8/31/2022,4235,1055,790,265,5275
ST06,9/1/2022,5271,4363,3928,435,21815
ST06,9/2/2022,3070,2530,1979,551,12650
ST06,9/3/2022,8050,1140,891,249,5700
ST06,9/4/2022,9180,6609,5152,1457,33045
ST06,9/5/2022,9939,2818,2563,255,14090
ST06,9/6/2022,5520,699,498,201,3495
ST06,9/7/2022,8118,5065,3848,1217,25325
ST06,9/8/2022,6370,1069,861,208,5345
ST06,9/9/2022,5353,3141,2882,259,15705
ST06,9/10/2022,7094,3595,3052,543,17975
ST06,9/11/2022,5927,4224,3287,937,21120
ST06,9/12/2022,8029,2229,1574,655,11145
ST06,9/13/2022,4100,3626,3153,473,18130
ST06,9/14/2022,6341,3860,3019,841,19300
ST06,9/15/2022,4942,4676,3919,757,23380
ST06,9/16/2022,8744,1492,1236,256,7460
ST06,9/17/2022,3584,3143,2451,692,15715
ST06,9/18/2022,6575,4952,4402,550,24760
ST06,9/19/2022,4485,3125,2432,693,15625
ST06,9/20/2022,3991,2574,2020,554,12870
ST06,9/21/2022,7619,2382,2040,342,11910
ST06,9/22/2022,6523,3771,2910,861,18855
ST06,9/23/2022,5653,5310,4196,1114,26550
ST06,9/24/2022,7668,3663,2644,1019,18315
ST06,9/25/2022,3422,1437,1215,222,7185
ST06,9/26/2022,5925,1298,1085,213,6490
ST06,9/27/2022,5295,2447,1753,694,12235
ST06,9/28/2022,3497,767,600,167,3835
ST06,9/29/2022,5289,2600,2149,451,13000
ST06,9/30/2022,9820,7294,5326,1968,36470
ST06,10/1/2022,9750,3147,2534,613,15735
ST06,10/2/2022,4775,2563,1978,585,12815
ST06,10/3/2022,7757,893,725,168,4465
ST06,10/4/2022,4605,2328,2140,188,11640
ST06,10/5/2022,4879,2605,1852,753,13025
ST06,10/6/2022,9617,6748,5780,968,33740
ST06,10/7/2022,4211,2926,2663,263,14630
ST06,10/8/2022,4031,1573,1416,157,7865
ST06,10/9/2022,9920,2057,1669,388,10285
ST06,10/10/2022,6157,3348,3017,331,16740
ST06,10/11/2022,9266,6805,5950,855,34025
ST06,10/12/2022,3736,2360,1810,550,11800
ST06,10/13/2022,5380,3898,2838,1060,19490
ST06,10/14/2022,6240,4418,3274,1144,22090
ST06,10/15/2022,5667,3040,2639,401,15200
ST06,10/16/2022,4506,518,385,133,2590
ST06,10/17/2022,4046,3438,3156,282,17190
ST06,10/18/2022,8171,6746,5974,772,33730
ST06,10/19/2022,4666,859,678,181,4295
ST06,10/20/2022,7629,3917,2844,1073,19585
ST06,10/21/2022,4465,4191,3367,824,20955
ST06,10/22/2022,3190,1125,798,327,5625
ST06,10/23/2022,3535,1958,1697,261,9790
ST06,10/24/2022,6210,2755,2043,712,13775
ST06,10/25/2022,8324,2133,1556,577,10665
ST06,10/26/2022,9520,5745,4389,1356,28725
ST06,10/27/2022,9941,8094,6366,1728,40470
ST06,10/28/2022,6738,6602,6029,573,33010
ST06,10/29/2022,3553,2508,1792,716,12540
ST06,10/30/2022,7686,3361,2955,406,16805
ST06,10/31/2022,3817,2379,1900,479,11895
ST06,11/1/2022,5310,631,562,69,3155
ST06,11/2/2022,7108,4572,3874,698,22860
ST06,11/3/2022,3152,1610,1158,452,8050
ST06,11/4/2022,4941,1913,1577,336,9565
ST06,11/5/2022,4029,1168,876,292,5840
ST06,11/6/2022,4182,3387,2778,609,16935
ST06,11/7/2022,9824,5519,4974,545,27595
ST06,11/8/2022,8320,6884,5170,1714,34420
ST06,11/9/2022,6942,6552,5170,1382,32760
ST06,11/10/2022,3466,1126,958,168,5630
ST06,11/11/2022,9357,7254,5638,1616,36270
ST06,11/12/2022,3979,788,580,208,3940
ST06,11/13/2022,8710,3382,3086,296,16910
ST06,11/14/2022,9273,1705,1388,317,8525
ST06,11/15/2022,8938,1466,1343,123,7330
ST06,11/16/2022,4963,3823,3260,563,19115
ST06,11/17/2022,6772,5142,3982,1160,25710
ST06,11/18/2022,7434,3544,3246,298,17720
ST06,11/19/2022,8695,1489,1246,243,7445
ST06,11/20/2022,3885,3518,2782,736,17590
ST06,11/21/2022,9714,8576,6413,2163,42880
ST06,11/22/2022,9613,1903,1365,538,9515
ST06,11/23/2022,3645,2158,1558,600,10790
ST06,11/24/2022,9532,1559,1237,322,7795
ST06,11/25/2022,9581,1792,1485,307,8960
ST06,11/26/2022,8520,5044,4266,778,25220
ST06,11/27/2022,8070,1676,1350,326,8380
ST06,11/28/2022,8669,3449,2838,611,17245
ST06,11/29/2022,5968,2446,1882,564,12230
ST06,11/30/2022,5327,3542,3005,537,17710
ST06,12/1/2022,5807,3295,2995,300,16475
ST06,12/2/2022,5584,3038,2130,908,15190
ST06,12/3/2022,9190,5171,4038,1133,25855
ST06,12/4/2022,9982,1159,1018,141,5795
ST06,12/5/2022,8300,7165,5676,1489,35825
ST06,12/6/2022,4094,595,525,70,2975
ST06,12/7/2022,6106,5590,4329,1261,27950
ST06,12/8/2022,6303,2225,1861,364,11125
ST06,12/9/2022,5113,3308,2529,779,16540
ST06,12/10/2022,7062,6874,5248,1626,34370
ST06,12/11/2022,8131,3000,2619,381,15000
ST06,12/12/2022,3562,1122,874,248,5610
ST06,12/13/2022,5033,2638,1996,642,13190
ST06,12/14/2022,7808,5897,5196,701,29485
ST06,12/15/2022,8498,3703,3058,645,18515
ST06,12/16/2022,5722,3913,3581,332,19565
ST06,12/17/2022,6849,2147,1787,360,10735
ST06,12/18/2022,3258,1203,885,318,6015
ST06,12/19/2022,8514,2204,1638,566,11020
ST06,12/20/2022,6571,2597,2387,210,12985
ST06,12/21/2022,8454,3321,2930,391,16605
ST06,12/22/2022,6532,4851,3536,1315,24255
ST06,12/23/2022,9621,9128,7874,1254,45640
ST06,12/24/2022,4666,3790,2722,1068,18950
ST06,12/25/2022,8581,7301,5631,1670,36505
ST06,12/26/2022,7909,5325,3921,1404,26625
ST06,12/27/2022,9882,7395,6655,740,36975
ST06,12/28/2022,9820,7088,6335,753,35440
ST06,12/29/2022,7720,2277,1644,633,11385
ST06,12/30/2022,4993,2532,1924,608,12660
ST06,12/31/2022,5373,3400,2883,517,17000
ST07,1/1/2022,7736,6473,4982,1491,32365
ST07,1/2/2022,9951,7513,6909,604,37565
ST07,1/3/2022,5972,1039,923,116,5195
ST07,1/4/2022,8902,5796,5131,665,28980
ST07,1/5/2022,3222,1079,852,227,5395
ST07,1/6/2022,5235,1903,1386,517,9515
ST07,1/7/2022,5475,4086,3495,591,20430
ST07,1/8/2022,5427,3426,2975,451,17130
ST07,1/9/2022,3870,857,704,153,4285
ST07,1/10/2022,7178,2044,1774,270,10220
ST07,1/11/2022,3481,1408,1211,197,7040
ST07,1/12/2022,6250,5193,4521,672,25965
ST07,1/13/2022,7572,6002,4734,1268,30010
ST07,1/14/2022,7674,6646,4802,1844,33230
ST07,1/15/2022,4433,3115,2385,730,15575
ST07,1/16/2022,5703,3185,2435,750,15925
ST07,1/17/2022,5441,1649,1447,202,8245
ST07,1/18/2022,7744,2745,2499,246,13725
ST07,1/19/2022,5887,5168,3837,1331,25840
ST07,1/20/2022,4937,1058,801,257,5290
ST07,1/21/2022,4406,3208,2855,353,16040
ST07,1/22/2022,6623,5224,3830,1394,26120
ST07,1/23/2022,5634,2043,1606,437,10215
ST07,1/24/2022,5125,3818,3184,634,19090
ST07,1/25/2022,7357,5666,4151,1515,28330
ST07,1/26/2022,7835,5804,4712,1092,29020
ST07,1/27/2022,4846,1342,1177,165,6710
ST07,1/28/2022,6772,2861,2134,727,14305
ST07,1/29/2022,9399,6399,5079,1320,31995
ST07,1/30/2022,7547,4233,2980,1253,21165
ST07,1/31/2022,7250,4623,3946,677,23115
ST07,2/1/2022,4433,2406,2036,370,12030
ST07,2/2/2022,4362,3654,3276,378,18270
ST07,2/3/2022,7704,4684,4025,659,23420
ST07,2/4/2022,8853,2050,1435,615,10250
ST07,2/5/2022,4436,1975,1535,440,9875
ST07,2/6/2022,6065,5873,4791,1082,29365
ST07,2/7/2022,5947,4429,3616,813,22145
ST07,2/8/2022,9035,2793,1956,837,13965
ST07,2/9/2022,4665,4243,3846,397,21215
